Victim,Group,Date
HOST Software Entwicklung und Consulting GmbH,qilin,3/12/2025
www.visualisation.one,ransomhub,3/12/2025
rocketstores.com,cactus,3/12/2025
urban1.com,cactus,3/12/2025
Helmut HÃ¶lbling Spedition GmbH,akira,3/12/2025
Peerless Food Equipment,akira,3/12/2025
CNQC,akira,3/12/2025
Best Telecom Laos,akira,3/12/2025
India's telecommunication network,babuk2,3/12/2025
CAHOKIA CUSD 187 SCHOOL DISTRICT,qilin,3/12/2025
baillie.com,cactus,3/12/2025
thermoid.com,cactus,3/12/2025
tempel.com,cactus,3/12/2025
Indastrial Acceptance Corporation,akira,3/12/2025
hitekgroup.in india Finance,babuk2,3/12/2025
extremeperformance.com,funksec,3/12/2025
SMG Bahamas,akira,3/12/2025
PACOMARTINEZ,akira,3/12/2025
"Yushin America, Inc",qilin,3/12/2025
marinabaysands.com -  Singapore Hotel (Internal Server),babuk2,3/12/2025
Hydro-Vacuum S.A.,nightspire,3/12/2025
Baily International of Atlanta,nightspire,3/12/2025
Tohpe Corporation,nightspire,3/12/2025
Business Ledger Limited,nightspire,3/12/2025
Far East Consortium International Limited,nightspire,3/12/2025
Raja Ferry Port Public Company Limited,nightspire,3/12/2025
Milano,interlock,3/13/2025
TUV India Pvt. Ltd.,ransomhouse,3/13/2025
Ascoma Group,akira,3/13/2025
Iraqi Council of Ministers,babuk2,3/13/2025
Iraqi Ministry of Finance,babuk2,3/13/2025
El Camino Real Academy (elcaminorealacademy),fog,3/13/2025
"University Diagnostic Medical Imaging, PC (udmi.net)",FOG,3/13/2025
muellersyste,lockbit3,3/13/2025
Terralogic,secp0,3/14/2025
Best Cheer Stone,play,3/14/2025
Backes,play,3/14/2025
SL Tennessee Information,play,3/14/2025
Harrells.com,lynx,3/14/2025
fstlogistics.com,lynx,3/14/2025
Indian military and government defense 20TB,babuk2,3/14/2025
Intelligence Bureau of the Joint Staff Department of the Central Military Commission China,babuk2,3/14/2025
web.asia.edu.tw - Taiwan (Asia University),babuk2,3/14/2025
parliament.iq,babuk2,3/14/2025
nuclep.gov.br. Nuclep Brazil,babuk2,3/14/2025
cch.org.tw - Changhua Christian Hospital,babuk2,3/14/2025
Taiwan - Mackay Hospital,babuk2,3/14/2025
rixos.com,embargo,3/14/2025
World Wide Fittings,qilin,3/14/2025
dtrglaw.com,ransomhub,3/14/2025
www.raymond.in,ransomhub,3/14/2025
Cothron's Security Professionals,rhysida,3/14/2025
Karen S Pouliot,medusa,3/14/2025
Portland Street Honda,medusa,3/14/2025
GARANIMALS.COM,clop,3/14/2025
LIPPERTENT.COM,clop,3/14/2025
RACKSPACE.COM,clop,3/14/2025
JAGGEDPEAK.COM,clop,3/14/2025
movistar.com.pe,babuk2,3/14/2025
The Ministry of National Defense - mod.gov.vn (NavyVietnam),babuk2,3/14/2025
mdm-insurance.com,abyss,3/14/2025
Bancroft Wines,incransom,3/14/2025
Indiv Usa,lynx,3/14/2025
Tryon,lynx,3/14/2025
iaai.com - Washington DC DMV,babuk2,3/14/2025
Unicorr Packaging Group,akira,3/14/2025
jennyyoo.com,ransomhub,3/14/2025
Domina Entrega Total,akira,3/14/2025
idcconstruction.com,ransomhub,3/14/2025
argusdatainsights.de,safepay,3/14/2025
Casale Del Giglio,orca,3/14/2025
Fulcrum Lifting,lynx,3/14/2025
Perrigo Company,termite,3/14/2025
yeanshalle.de,incransom,3/15/2025
nrru.ac.th - University,babuk2,3/15/2025
knesset.gov.il,babuk2,3/15/2025
Belarus E-commerce & Energy Data,babuk2,3/15/2025
Ricardo Rodriguez,qilin,3/15/2025
sanirent.com.mx,funksec,3/15/2025
Ascom Holding AG,hellcat,3/16/2025
MESS sales srl,sarcoma,3/16/2025
Wilson Re Limited,nightspire,3/16/2025
Waihong Environmental Services Limited,nightspire,3/16/2025
"Tanaka Electronics Taiwan Co.,LTD",nightspire,3/16/2025
Courageous Home Care,hunters,3/16/2025
Orange.com,babuk2,3/16/2025
Florida Department of Transportation (FDOT),babuk2,3/16/2025
DTS -services,dragonforce,3/16/2025
Moncaro,dragonforce,3/16/2025
Kleen-Pak Products,dragonforce,3/16/2025
"Coldwell Banker Dâ€™Ann Harper, REALTORS",medusa,3/16/2025
SRP Companies (Second lock! + Company scam!),medusa,3/16/2025
www.ameda.com,ransomhub,3/16/2025
sitro.com.au,incransom,3/16/2025
la-z-boy,trinity,3/16/2025
CNS,trinity,3/16/2025
CANAM Realty Group,trinity,3/16/2025
Lake Psychological Services,trinity,3/16/2025
ROBONG-WINMINI,trinity,3/16/2025
consultoria-consultores.es,trinity,3/16/2025
Kairav Chemofarbe Industries,trinity,3/16/2025
KD Panels,crazyhunter,3/16/2025
JD.com Inc (Chinese),babuk2,3/16/2025
Ministry Of Defense of the Republic Of Korea,babuk2,3/16/2025
icmr.gov.in,babuk2,3/17/2025
"March, 6, 2025: City government office in Van (Turkey) van.bel.tr hacked. 7.4 TiB is for s...",skira,3/17/2025
taobao.com,babuk2,3/17/2025
KIU System Solutions,apos,3/17/2025
SMC Corporation,qilin,3/17/2025
PIBOR ISO SA,akira,3/17/2025
kyb.com,cactus,3/17/2025
assaabloy.com,cactus,3/17/2025
www.cityofbellville.com,VanHelsing,3/17/2025
CableVision,hunters,3/17/2025
Solist,akira,3/17/2025
RAE (Real Academia EspaÃ±ola) (rae.es),fog,3/17/2025
www.jhayber.com,ransomhub,3/17/2025
oneill.com,ransomhub,3/17/2025
terrell.k12.ga.us,safepay,3/17/2025
Diode Technologies,qilin,3/17/2025
Worldlawn Power Equipment,qilin,3/17/2025
Lepant Law Office,qilin,3/17/2025
ccktech.com,ransomhub,3/17/2025
www.baxterlaboratories.com,ransomhub,3/17/2025
Electronics For Imaging,hellcat,3/17/2025
Bridgewater Retirement Community,nightspire,3/18/2025
Harcourts Prime Properties,killsec,3/18/2025
highwirepress.com,babuk2,3/18/2025
Otelier.io,babuk2,3/18/2025
sp.tnitelecom.com,babuk2,3/18/2025
airtelligence.com,incransom,3/18/2025
expertdata.com.au,incransom,3/18/2025
gaertnerhof-jeutter.de,incransom,3/18/2025
SAGETRA INC.,akira,3/18/2025
hcahealthcare.com INC.,babuk2,3/18/2025
Cleveland Municipal Court,qilin,3/18/2025
JAMEL CONTAINERS LLC,akira,3/18/2025
whitecapcanada.com,babuk2,3/18/2025
PTS Group,qilin,3/18/2025
semaphore.asso.fr,funksec,3/18/2025
dukcapil.kemendagri.go.id (SIAK DUKCAPIL MINISTRY OF HOME AFFAIRS OF INDONESIA),babuk2,3/18/2025
pajak.go.id,babuk2,3/18/2025
kominfo.go.id,babuk2,3/18/2025
nstda.or.th,babuk2,3/18/2025
esaote.com,babuk2,3/18/2025
51talk.com,lockbit3,3/18/2025
Ted Hosmer Enterprises,rhysida,3/18/2025
AMICIO,lynx,3/18/2025
Atos-racks.com,VanHelsing,3/18/2025
Kiribati Government,arcusmedia,3/19/2025
THX Transport,arcusmedia,3/19/2025
Coopertruni,arcusmedia,3/19/2025
newhollandwood.com,incransom,3/19/2025
Gloria Cales,monti,3/19/2025
CD,monti,3/19/2025
warmsworth.doncaster.sch.uk,incransom,3/19/2025
alphaoil.ca,incransom,3/19/2025
Palomino Petroleum,lynx,3/19/2025
VEST LLC,akira,3/19/2025
LINC Systems,akira,3/19/2025
Machu Picchu Foods,akira,3/19/2025
"The Ely Company, Inc.",akira,3/19/2025
Los MadroÃ±os Hospital,qilin,3/19/2025
www.medsrx.com,VanHelsing,3/19/2025
controlledair.com,ransomhub,3/19/2025
nimapinfotech.com,babuk2,3/19/2025
rac.gov.my,babuk2,3/19/2025
Q railing,play,3/19/2025
Municipal taxation Secretariat Access - Brazil Goverment,babuk2,3/19/2025
United States County Palm Beach Goverment,babuk2,3/19/2025
Access Panel Financial Technology Company (Thailand),babuk2,3/19/2025
www.gob.ve,babuk2,3/19/2025
www.kvhealth.net,kraken,3/20/2025
smic.mi.th (Thailand Intelligence Agency),babuk2,3/20/2025
Luff Industries,qilin,3/20/2025
Cargills Bank,hunters,3/20/2025
Megacentro,hunters,3/20/2025
ZB ZIMMERMANN UND BECKER GmbH,akira,3/20/2025
mof.go.th - Ministry of Finance (Thailand),babuk2,3/20/2025
woqod.com,babuk2,3/20/2025
"Corporate access, up to Shipping Apps in QATAR",babuk2,3/20/2025
fr.sodexo.com,babuk2,3/20/2025
Newtown Friends School (newtownfriends.org),fog,3/20/2025
Auren,akira,3/20/2025
Land Planners,akira,3/20/2025
St***********.nl,cloak,3/20/2025
Fi***************.pa,cloak,3/20/2025
Baltimorecityschools,cloak,3/20/2025
Wr-recht.de,cloak,3/20/2025
Oag.state.va.us,cloak,3/20/2025
interiseworld.com,killsec,3/20/2025
Obra Play,killsec,3/20/2025
Big Horn County School District #4,medusa,3/20/2025
J McCann & Co Ltd,medusa,3/20/2025
Champions Group,medusa,3/20/2025
"Augusta Industrial Services, Inc.",medusa,3/20/2025
National Safety Council,medusa,3/20/2025
Instituto de Ojos,killsecurity,3/20/2025
www.janvier-labs.com,ransomhub,3/20/2025
Whittaker &amp; Company,spacebears,3/20/2025
www.georgehay.co.uk,ransomhub,3/20/2025
Whittaker & Company,spacebears,3/20/2025
L&S Mechanical,spacebears,3/20/2025
yano.tokyo,blackout,3/20/2025
amazon.com,babuk2,3/20/2025
mohrss.gov.cn ( Ministry of Human Resources and Social Security ),babuk2,3/20/2025
www.mslglobalexp.com,ransomhub,3/21/2025
Standard Capital Securities (Pvt) Backoffice - Pakistan Stock Market Data Vault,babuk2,3/21/2025
exostar.com TOP Defense AS,babuk2,3/21/2025
https://www.orangeville.ca,blacksuit,3/21/2025
Mpaj.gov.my,babuk2,3/21/2025
The Ticktin Law Group,babuk2,3/21/2025
Subsurfco LLC,qilin,3/21/2025
CS Plastics,akira,3/21/2025
Officio Medical,killsecurity,3/21/2025
bellendorf.de,incransom,3/21/2025
biagibros.com,cactus,3/21/2025
fplfood.com,cactus,3/21/2025
optiline.com,cactus,3/21/2025
Cayman National Bank,killsecurity,3/21/2025
www.oneupinnovations.com,ransomhub,3/21/2025
www.avalonapparel.com,ransomhub,3/21/2025
www.esquirebrands.com,ransomhub,3/21/2025
www.core-1.com,ransomhub,3/21/2025
www.gcsnet.com,ransomhub,3/21/2025
www.njcalwe.com,ransomhub,3/21/2025
www.allstarhealthcaresolutions.com,ransomhub,3/21/2025
www.solinst.com,ransomhub,3/21/2025
www.parklandmanufacturing.com,ransomhub,3/21/2025
www.broadmoormethodist.org,ransomhub,3/21/2025
www.sinkdirect.com,ransomhub,3/21/2025
www.elizajennings.org,ransomhub,3/21/2025
www.ahmadiyya.ca,ransomhub,3/21/2025
www.accessfinanceonline.com,ransomhub,3/21/2025
www.abmenviro.ca,ransomhub,3/21/2025
www.engines.man.eu,ransomhub,3/21/2025
www.gestionquintessence.com,ransomhub,3/21/2025
www.scpautomation.com,ransomhub,3/21/2025
armetal.com,babuk2,3/21/2025
gbsn.com.br,ransomhub,3/21/2025
compassionhealthcare.org,safepay,3/22/2025
Aztec Municipal School District,interlock,3/22/2025
jp-property.com,babuk2,3/22/2025
inmarsat.com,babuk2,3/22/2025
Synesis Surveillance System,babuk2,3/22/2025
Rio Marine,sarcoma,3/22/2025
Nora-Lindefrakt,sarcoma,3/22/2025
Ciclo Cairu,sarcoma,3/22/2025
Structure-flex,sarcoma,3/22/2025
Nexus-Shinozaki,sarcoma,3/22/2025
National Edging,sarcoma,3/22/2025
Importadora Monterrey SRL,sarcoma,3/22/2025
AHI Supply,sarcoma,3/22/2025
ICS Nett,sarcoma,3/22/2025
Innovative Surfaces,killsec,3/22/2025
SPARSH Hospital,killsec,3/22/2025
Advance Tapes International,medusa,3/22/2025
Colemanmaterials,dragonforce,3/22/2025
Yadea Group Holdings Ltd,dragonforce,3/22/2025
Zaveta Custom Homes,play,3/22/2025
REOC San Antonio,play,3/22/2025
MinebeaMitsumi Inc,cicada3301,3/22/2025
Doumen,lynx,3/22/2025
Goshen Medical Center,bianlian,3/23/2025
AutoCanada,medusa,3/23/2025
architekturbuero-heller.de,dragonforce,3/23/2025
abeyor.fr,incransom,3/23/2025
Ambleside,anubis,3/23/2025
Precision Accounting Intl,killsec,3/23/2025
PMA,interlock,3/23/2025
General Formulations,interlock,3/23/2025
Groupe des Industries MÃ©tallurgiques,qilin,3/24/2025
Johnson Fitness,crazyhunter,3/24/2025
SEAQUEST SEAFOOD,frag,3/24/2025
Woodbine Hospitality,frag,3/24/2025
"Superior Technology, Inc.",frag,3/24/2025
Stuwarooij,frag,3/24/2025
STATEWIDE ENTERPRISES,frag,3/24/2025
Southwest Inspection and Testing,frag,3/24/2025
"Salvi, Schostok & Pritchard P.C.",frag,3/24/2025
QUILTCRAFT,frag,3/24/2025
Rahnama Law,frag,3/24/2025
Opulent,frag,3/24/2025
Nelson Law Firm,frag,3/24/2025
Komoto Healthcare,frag,3/24/2025
"iTEK Services, Inc.",frag,3/24/2025
Moody Homes,frag,3/24/2025
"Red Credit solution, LLC",frag,3/24/2025
Maine Highlands Federal Credit Union,frag,3/24/2025
Lake Beverage Corp.,frag,3/24/2025
"Kontane Logistics, Inc.",frag,3/24/2025
FRANKLIN PRODUCTS,frag,3/24/2025
Texas Fifth Wall Roofing Systems,frag,3/24/2025
Ellis Glass and Mirror Ltd,frag,3/24/2025
"Community Management, Inc.",frag,3/24/2025
California Gasket and Rubber Corporation,frag,3/24/2025
Bunting Capital Management Inc,frag,3/24/2025
AeroWorx,frag,3/24/2025
"Andrew Davidson & Co., Inc.",frag,3/24/2025
"AmeriKen Die Supply, Inc",frag,3/24/2025
studiocdlvallone.it,VanHelsing,3/24/2025
iberdrola.com (Spain energy),babuk2,3/24/2025
TMT Clam Dredger,incransom,3/24/2025
Wheels and Deals,qilin,3/24/2025
www.exemplar.com,ransomhub,3/24/2025
airexplore.aero,babuk2,3/24/2025
allbiz.com,incransom,3/24/2025
Omnitracs,hellcat,3/25/2025
Grupo Santillana,hellcat,3/25/2025
texascompressionservices.com,ransomhub,3/25/2025
mnm.hu,ransomhub,3/25/2025
cisd.org,ransomhub,3/25/2025
"Montgomery Little & Soran, PC",weyhro,3/25/2025
McMillan James Equipment Company (MJEC),weyhro,3/25/2025
MISR AL MAHABA HOSPITAL,nightspire,3/25/2025
KHAZMODAN STUDIOS,nightspire,3/25/2025
Sanyo Special Steel India Pvt. Ltd.,nightspire,3/25/2025
6ixty8ight,nightspire,3/25/2025
Okeene Elementary School,rhysida,3/25/2025
technicare.com,ransomhub,3/25/2025
OMLTD.CO.JP,ransomhub,3/25/2025
www.rivaldt.com,ransomhub,3/25/2025
Wide Open West - WOW!,arkana,3/25/2025
Primex Farms LLC,akira,3/25/2025
bioclimaservice.it,lockbit3,3/25/2025
AAYLEX ONE S.A.,akira,3/25/2025
Plaza BrasÃ­lia HotÃ©is,akira,3/25/2025
fepasa.com.ar,lockbit3,3/25/2025
I.A.T.S.E. Local 667/669,cicada3301,3/25/2025
Curtain Bluff,medusalocker,3/25/2025
ossc.com.mx,lockbit3,3/25/2025
Primary Flow Signal: Flow Meters | Flow Measurement,qilin,3/25/2025
gettys.com,qilin,3/25/2025
B&C Industries,play,3/25/2025
Kimco Steel,play,3/25/2025
kalesavunma.com - KALE SAVUNMA.,babuk2,3/25/2025
saiedu.fi,safepay,3/25/2025
usCalibration,play,3/26/2025
www.lions-online.org,ransomhub,3/26/2025
Concord Orthopaedics Data Leak,everest,3/26/2025
Genie Healthcare Data Leak,everest,3/26/2025
ec-nantes.fr,ralord,3/26/2025
tomioingenieria.com.ar,ralord,3/26/2025
Austring Fairman & Fekete,sarcoma,3/26/2025
The PNST,sarcoma,3/26/2025
Elmos,sarcoma,3/26/2025
Benkin Sheet Metal 2008 Ltd,sarcoma,3/26/2025
Initiative Var,sarcoma,3/26/2025
Roshan Packages,sarcoma,3/26/2025
www.cormidom.com.do,ransomhub,3/26/2025
R&K Drysdales,sarcoma,3/26/2025
www.afnigc.ca,ransomhub,3/26/2025
www.creativelogisticservices.com,ransomhub,3/26/2025
Oregon Surveillance Network - OSN!,arkana,3/26/2025
israel Infrastructure & Secret Documents intelligence information,babuk2,3/26/2025
mot.gov.iq - Iraqi Ministry of Commerce (Of Trade),babuk2,3/26/2025
TriCity Family Services,incransom,3/26/2025
www.ripplejunction.com,ransomhub,3/26/2025
www.argentosc.com,ransomhub,3/26/2025
www.mododoc.com,ransomhub,3/26/2025
www.fkm-elemente.de,ransomhub,3/26/2025
compumedics.com.au AND neuromedicalsupplies.com,VanHelsing,3/26/2025
Monette Barakett,akira,3/26/2025
Helbor,akira,3/26/2025
TOGA,akira,3/26/2025
Hansa Solutions,akira,3/26/2025
aman-iraq.com,babuk2,3/26/2025
crimsgroup.com,babuk2,3/26/2025
alliedwoundcare.com,babuk2,3/26/2025
heras.co.uk,babuk2,3/26/2025
Ebassi.com (E.B. Archbald and Associates),qilin,3/26/2025
www.garbinc.com,ransomhub,3/27/2025
www.carolinaac.com,ransomhub,3/27/2025
www.hongthongrice.com,ransomhub,3/27/2025
conterra.com,ransomhub,3/27/2025
nadra.gov.pk - NADRA official Of Pakistan Army & (Andhra Pradesh),babuk2,3/27/2025
www.DSelectrical.com,ransomhub,3/27/2025
www.s3s.com,ransomhub,3/27/2025
Senior Support Services ,rhysida,3/27/2025
REIMERS FURNITURE MFG INC,akira,3/27/2025
NEW JERSEY CPA,ransomhouse,3/27/2025
NAI Earle Furman,akira,3/27/2025
City of Fort St. John (city.cityfsj.local),incransom,3/27/2025
Manning Materials Corp.,akira,3/27/2025
brattenelectrictn.com,ransomhub,3/27/2025
ihara.com.br,ralord,3/27/2025
www.solidworld.it,ransomhub,3/27/2025
Wildeck Inc,qilin,3/28/2025
www.allmilmoe.com,ransomhub,3/28/2025
www.solventacentroamerica.com,ransomhub,3/28/2025
W*******w.com,flocker,3/28/2025
Direct Traffic Control,lynx,3/28/2025
amatechinc.com,lynx,3/28/2025
Lupin Limited,killsec,3/28/2025
wieso-cert,qilin,3/28/2025
acm,qilin,3/28/2025
entandallergy.com,abyss,3/28/2025
UNITED OPTICS GmbH,akira,3/28/2025
agakam,qilin,3/28/2025
Kaspar Companies,akira,3/28/2025
unired.uz,babuk2,3/28/2025
S.S. White,akira,3/28/2025
Superior Forge & Steel,akira,3/28/2025
pureincubation.com,babuk2,3/28/2025
healthcasts.com,babuk2,3/28/2025
leadzen.ai,babuk2,3/28/2025
augustssons.se,incransom,3/28/2025
AJF Inspections & Engineering,lynx,3/28/2025
pereclaver.org,ralord,3/28/2025
phaus.us&phakr.com&phabodysystems.com,ransomhub,3/28/2025
www.bassi.it,ransomhub,3/28/2025
Forrest City School District,rhysida,3/29/2025
theeyeclinicsurgicenter.com - The Eye Clinic Surgicenter company,babuk2,3/29/2025
Atlantic Coast Consulting Inc,babuk2,3/29/2025
La Futura,babuk2,3/29/2025
modiin-ezrachi.co.il,babuk2,3/29/2025
icvc.co - Instituto Cardiovascular del Cesar,babuk2,3/29/2025
towellengineering.net,babuk2,3/29/2025
brune.com.br - Group MC (conglomerate),babuk2,3/29/2025
elsoms.com,babuk2,3/29/2025
Senior Support Services,rhysida,3/29/2025
Transsion Holdings,hellcat,3/29/2025
solaroptimum.com,lynx,3/29/2025
Commercial Concrete Systems,lynx,3/29/2025
Geass,sarcoma,3/29/2025
Solar Optimum,lynx,3/29/2025
Amatech,lynx,3/29/2025
Pacific Residential Mortgage,lynx,3/29/2025
mmmbs.net,qilin,3/29/2025
frazerllp.com,qilin,3/29/2025
bedfordma.gov,qilin,3/29/2025
derianhouse.co.uk,qilin,3/29/2025
blue-hive.com,qilin,3/29/2025
charlesjones.ca,qilin,3/29/2025
hardmanjohnston.com,qilin,3/29/2025
iDRAC (Integrated Dell Remote Access Controller) management interface for Dell servers,babuk2,3/29/2025
Thaon-les-Vosges,dragonforce,3/29/2025
O'Shea Builders,medusa,3/29/2025
Martin Mechanical (martin.local),lynx,3/29/2025
Business Software Solutions,medusa,3/29/2025
"Family Health Services, Inc",medusa,3/29/2025
Town of Orangeville,blacksuit,3/29/2025
dapope.com,blacksuit,3/29/2025
bahnlog.com,incransom,3/29/2025
National Defense Corp,interlock,3/29/2025
importantsteps.com,incransom,3/29/2025
www.assisi.nl,ransomhub,3/30/2025
mayaassurance.com,safepay,3/30/2025
children-ne.org.uk,safepay,3/30/2025
wagner-transporte.com,safepay,3/30/2025
adolphelawgroup.com,safepay,3/30/2025
marcom-inc.ca,safepay,3/30/2025
retycol.com,safepay,3/30/2025
wrm.org,safepay,3/30/2025
ecconstructors.com,safepay,3/30/2025
prestigeer.com,safepay,3/30/2025
westwarwickwelding.com,safepay,3/30/2025
fd-friedrich.com,safepay,3/30/2025
norson.com,safepay,3/30/2025
schuhbode.de,safepay,3/30/2025
tramann.de,safepay,3/30/2025
vcvitanzasons.com,safepay,3/30/2025
comfort.de,safepay,3/30/2025
metalogicinspection.com,safepay,3/30/2025
bohrerhof.de,safepay,3/30/2025
beaudry.ca,safepay,3/30/2025
cjs-buerodienstleistungen.de,safepay,3/30/2025
blunk-gmbh.de,safepay,3/30/2025
alpsteel.com,safepay,3/30/2025
albrecht-partner-steuerberatung.de,safepay,3/30/2025
swr.school,safepay,3/30/2025
estilointeriors.co.uk,safepay,3/30/2025
vinylvisions.com,safepay,3/30/2025
system-toolsgmbh.de,safepay,3/30/2025
tieraerzte-warburg.de,safepay,3/30/2025
brightonaustralia.com.au,safepay,3/30/2025
creativeunited.org.uk,safepay,3/30/2025
TEPAS,qilin,3/30/2025
Netronix Inc,crazyhunter,3/30/2025
Formosa Chang,ralord,3/30/2025
Analog Integrations Corporation,crazyhunter,3/30/2025
Zuni Data,crazyhunter,3/30/2025
Pere Claver grup,ralord,3/31/2025
Ihara company,ralord,3/31/2025
Ã‰lan Sportif Nantes,ralord,3/31/2025
Tomio IngenierÃ­a,ralord,3/31/2025
 SIRIUS S.R.L.,nitrogen,3/31/2025
AKTO,nitrogen,3/31/2025
SIRIUS S.R.L.,nitrogen,3/31/2025
Ste Group Key Corp,akira,3/31/2025
Virserius Studio,akira,3/31/2025
REPROHAUS Corp,akira,3/31/2025
test1234.com,lockbit3,3/31/2025
Hartmann Stanyak BÃ¼rosysteme,akira,3/31/2025
Design Design,killsec,3/31/2025
Kyocera Document Solutions Europe,killsec,3/31/2025
Lee & Sakahara Architects,killsec,3/31/2025
Sonrisas Dental Health,bianlian,3/31/2025
Bunger Steel,qilin,3/31/2025
moh.gov.rw,babuk2,3/31/2025
pln.co.id - PLN INDONESIA,babuk2,3/31/2025
Transcore,chaos,3/31/2025
Evans Distribution Systems,chaos,3/31/2025
Pak Technologies,chaos,3/31/2025
goosehead.com,chaos,3/31/2025
Saunders and Saunders,bianlian,3/31/2025
Industrial Dynamics,dragonforce,3/31/2025
Southern Avionics,dragonforce,3/31/2025
Talley Metal Fabrication,dragonforce,3/31/2025
stattorney.org,kairos,3/31/2025
Atlanta Plastic & Reconstructive Specialists,dragonforce,3/31/2025
Groupe Sinari,qilin,3/31/2025
Regency Outdoor Advertising,akira,3/31/2025
Valens Bank/Pay/Exchange,weyhro,3/31/2025
Meridian Senior,bianlian,3/31/2025
delta-life.com,ransomhub,3/31/2025
europtec.com,ransomhub,3/31/2025
CMC Technology Group,bianlian,3/31/2025
alertenterprise.com,VanHelsing,3/31/2025
jackpotjunction.com,ransomhub,3/31/2025
intellioan.com,ransomhub,3/31/2025
attorneykohm.com,VanHelsing,3/31/2025
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
